,driver_gender,driver_race,is_arrested,search_conducted,stop_outcome,age_group
434,female,white,False,False,citation,31-50
435,male,asian/pacific islander,False,False,citation,10-30
436,male,hispanic,False,False,citation,10-30
437,female,black,False,True,citation,10-30
438,female,black,False,True,citation,31-50
439,male,black,False,False,citation,10-30
440,female,white,False,False,citation,31-50
441,female,white,False,False,warning,10-30
442,female,hispanic,False,False,warning,10-30
443,male,hispanic,False,False,citation,10-30
444,male,white,False,False,warning,10-30
445,female,hispanic,False,False,warning,10-30
446,female,black,False,True,citation,10-30
447,male,asian/pacific islander,False,False,warning,10-30
448,female,hispanic,False,True,citation,31-50
449,male,black,False,False,warning,51-100
450,female,black,False,False,warning,31-50
451,male,black,False,False,warning,31-50
452,female,black,False,False,warning,10-30
453,female,asian/pacific islander,False,False,citation,31-50
454,male,hispanic,False,False,citation,10-30
455,male,hispanic,False,False,warning,10-30
456,male,asian/pacific islander,False,False,warning,10-30
457,female,hispanic,False,False,warning,10-30
458,female,hispanic,False,False,citation,10-30
459,male,asian/pacific islander,False,False,warning,10-30
460,male,asian/pacific islander,False,False,citation,31-50
461,male,hispanic,False,False,citation,31-50
462,male,hispanic,False,False,citation,31-50
463,female,hispanic,False,False,warning,31-50
464,male,hispanic,False,False,warning,10-30
465,male,black,False,False,warning,31-50
466,male,hispanic,False,False,citation,10-30
467,female,asian/pacific islander,False,False,warning,10-30
468,female,white,False,False,citation,51-100
469,female,hispanic,False,False,warning,10-30
470,male,other,False,False,citation,31-50
471,female,other,False,False,warning,31-50
472,male,hispanic,False,True,citation,10-30
473,female,hispanic,False,False,citation,10-30
474,male,black,False,False,warning,31-50
475,male,asian/pacific islander,False,False,warning,10-30
476,female,white,False,False,warning,31-50
477,male,hispanic,False,False,warning,31-50
478,male,asian/pacific islander,False,False,warning,10-30
479,male,hispanic,False,False,warning,10-30
480,male,white,False,True,citation,31-50
481,male,hispanic,False,False,citation,31-50
482,female,hispanic,False,False,warning,10-30
483,female,hispanic,False,False,warning,10-30
484,male,black,False,True,citation,31-50
485,male,asian/pacific islander,False,True,warning,31-50
486,female,other,False,False,warning,10-30
487,male,other,False,False,warning,10-30
488,male,hispanic,False,False,warning,10-30
489,male,hispanic,False,False,citation,31-50
490,male,white,False,True,citation,31-50
491,male,other,False,False,warning,10-30
492,male,white,False,False,warning,10-30
493,male,white,False,False,warning,10-30
494,male,white,False,False,warning,31-50
495,female,black,False,False,warning,31-50
496,male,white,False,False,warning,31-50
497,female,white,False,False,warning,10-30
498,male,asian/pacific islander,False,False,warning,10-30
499,male,hispanic,False,False,citation,10-30
500,female,black,False,False,citation,10-30
501,male,hispanic,False,False,citation,10-30
502,female,other,False,False,citation,51-100
503,female,white,False,False,citation,10-30
504,male,black,False,False,citation,10-30
505,male,white,False,True,citation,31-50
506,male,hispanic,False,False,citation,31-50
507,male,black,False,False,warning,31-50
508,female,black,False,False,citation,51-100
509,male,hispanic,False,False,citation,31-50
510,male,hispanic,False,False,citation,31-50
511,male,asian/pacific islander,False,False,warning,10-30
512,male,white,False,False,warning,10-30
513,male,hispanic,False,False,warning,10-30
514,female,hispanic,False,False,warning,10-30
515,female,white,False,False,warning,31-50
516,female,asian/pacific islander,False,False,citation,10-30
517,female,hispanic,False,False,warning,10-30
518,female,hispanic,False,False,warning,10-30
519,male,hispanic,False,False,warning,10-30
520,male,hispanic,False,False,citation,31-50
521,female,black,False,False,warning,31-50
522,male,black,False,False,citation,10-30
523,male,other,False,False,citation,31-50
524,female,white,False,False,warning,31-50
525,male,white,False,False,warning,31-50
526,male,hispanic,False,False,warning,10-30
527,female,white,False,False,citation,31-50
528,female,black,False,False,warning,10-30
529,female,hispanic,False,False,warning,31-50
530,female,white,False,False,warning,10-30
531,male,hispanic,False,False,warning,10-30
532,male,white,False,False,citation,10-30
533,male,hispanic,False,True,warning,10-30
534,female,white,False,False,warning,31-50
535,male,black,True,True,arrest,31-50
536,male,hispanic,False,False,citation,51-100
537,male,asian/pacific islander,False,False,citation,10-30
538,male,black,False,False,warning,10-30
539,male,black,True,True,arrest,31-50
540,female,black,False,False,citation,10-30
541,female,black,False,False,warning,31-50
542,male,hispanic,False,False,citation,31-50
543,female,hispanic,False,False,warning,10-30
544,male,white,False,False,citation,51-100
545,male,hispanic,False,False,citation,31-50
546,male,white,False,False,citation,51-100
547,female,hispanic,False,True,citation,10-30
548,male,black,False,False,citation,10-30
549,female,hispanic,False,False,citation,51-100
550,female,black,False,False,citation,10-30
551,female,other,False,False,citation,31-50
552,male,asian/pacific islander,False,False,citation,31-50
553,female,white,False,False,citation,10-30
554,female,black,False,False,warning,31-50
555,female,black,False,False,citation,10-30
556,male,asian/pacific islander,False,False,citation,10-30
557,male,black,False,False,warning,10-30
558,female,hispanic,False,False,citation,10-30
559,male,white,False,False,warning,10-30
560,male,asian/pacific islander,False,False,warning,10-30
561,male,hispanic,False,False,warning,10-30
562,female,white,False,False,warning,10-30
563,male,hispanic,False,False,citation,51-100
564,male,black,False,False,warning,10-30
565,female,hispanic,False,False,citation,31-50
566,female,black,False,False,warning,31-50
567,male,hispanic,False,False,warning,10-30
568,male,white,False,False,citation,31-50
569,female,black,False,False,warning,31-50
570,male,white,False,False,warning,31-50
571,male,hispanic,False,False,citation,10-30
572,male,black,False,False,citation,10-30
573,male,hispanic,False,False,citation,31-50
574,male,other,False,False,citation,10-30
575,male,hispanic,False,False,warning,31-50
576,male,hispanic,False,False,citation,10-30
577,female,hispanic,False,False,citation,31-50
579,female,asian/pacific islander,False,True,citation,31-50
580,male,white,False,False,citation,10-30
581,female,hispanic,False,False,citation,10-30
582,female,black,False,True,citation,31-50
583,male,hispanic,False,False,warning,10-30
584,male,hispanic,False,False,citation,31-50
585,male,hispanic,False,False,citation,31-50
586,male,hispanic,False,False,citation,10-30
587,male,hispanic,False,False,warning,31-50
588,male,hispanic,False,False,warning,10-30
589,male,asian/pacific islander,False,False,warning,10-30
590,female,hispanic,False,False,warning,31-50
591,female,white,False,False,citation,51-100
592,male,black,False,True,citation,10-30
593,male,hispanic,False,True,warning,10-30
594,male,black,False,True,warning,31-50
595,male,hispanic,False,True,citation,10-30
596,male,hispanic,False,False,citation,10-30
597,male,black,False,False,citation,10-30
598,male,hispanic,False,False,citation,10-30
599,male,asian/pacific islander,False,False,warning,31-50
600,male,white,False,False,warning,31-50
601,male,hispanic,False,False,citation,10-30
602,male,hispanic,False,False,warning,10-30
603,male,white,False,False,warning,10-30
604,female,asian/pacific islander,False,False,warning,10-30
605,male,hispanic,False,False,warning,31-50
606,male,black,False,False,warning,10-30
607,male,hispanic,False,False,citation,31-50
608,male,black,False,False,citation,10-30
609,female,hispanic,False,False,warning,10-30
610,female,white,False,False,warning,10-30
611,male,white,False,False,warning,51-100
612,male,black,False,False,warning,10-30
613,female,hispanic,False,False,citation,31-50
614,female,hispanic,False,False,warning,31-50
615,female,white,False,False,warning,51-100
616,male,hispanic,False,False,warning,10-30
617,female,asian/pacific islander,False,False,warning,10-30
618,female,black,False,False,citation,10-30
619,male,white,False,False,warning,51-100
620,male,asian/pacific islander,False,False,warning,10-30
621,female,white,False,False,warning,31-50
622,male,black,False,True,warning,31-50
623,male,black,False,False,warning,10-30
624,female,black,False,False,warning,31-50
625,female,white,False,False,warning,31-50
626,male,hispanic,False,True,warning,10-30
627,male,hispanic,False,False,citation,31-50
628,male,hispanic,False,False,citation,10-30
629,male,other,False,False,citation,10-30
630,male,other,False,False,citation,10-30
631,female,hispanic,False,False,warning,31-50
632,male,hispanic,False,True,citation,10-30
633,female,hispanic,False,False,warning,31-50
634,male,hispanic,False,False,warning,10-30
635,male,hispanic,False,False,warning,31-50
636,male,white,False,False,warning,10-30
637,male,white,False,False,warning,31-50
638,female,hispanic,False,False,warning,31-50
639,male,white,False,False,warning,51-100
640,male,black,False,False,warning,51-100
641,male,white,False,False,warning,51-100
642,female,hispanic,False,False,citation,31-50
643,male,white,False,False,citation,31-50
644,female,hispanic,False,False,citation,10-30
645,male,hispanic,False,False,warning,10-30
646,male,black,False,False,warning,51-100
647,male,asian/pacific islander,False,False,citation,10-30
648,male,white,False,False,citation,10-30
649,male,asian/pacific islander,False,False,citation,10-30
650,female,white,False,False,citation,10-30
651,male,hispanic,False,True,citation,10-30
652,male,white,False,False,citation,51-100
653,female,hispanic,False,False,warning,10-30
654,female,hispanic,False,False,warning,10-30
655,male,hispanic,False,False,citation,10-30
656,female,hispanic,False,False,citation,10-30
657,female,hispanic,False,False,warning,10-30
658,male,hispanic,True,False,arrest,10-30
659,male,hispanic,False,False,warning,10-30
660,female,asian/pacific islander,False,False,warning,31-50
661,male,hispanic,False,False,citation,31-50
662,female,hispanic,False,False,citation,10-30
663,female,white,False,False,warning,31-50
664,female,hispanic,False,False,warning,51-100
665,female,hispanic,False,False,warning,51-100
666,male,hispanic,False,False,warning,10-30
667,male,white,False,False,citation,10-30
668,female,black,False,False,warning,10-30
669,male,white,False,False,warning,10-30
670,female,hispanic,False,False,warning,10-30
671,male,hispanic,False,False,warning,31-50
672,male,black,False,True,warning,31-50
673,male,hispanic,False,False,citation,31-50
674,female,asian/pacific islander,False,False,warning,10-30
675,male,black,False,False,warning,31-50
676,male,hispanic,False,False,warning,51-100
677,male,hispanic,False,False,citation,10-30
678,male,hispanic,False,False,warning,31-50
679,male,black,False,False,citation,10-30
680,male,black,False,False,warning,31-50
681,female,hispanic,False,False,warning,10-30
682,female,hispanic,False,False,warning,10-30
683,female,white,False,False,citation,51-100
684,female,black,False,False,citation,10-30
685,male,hispanic,False,False,warning,31-50
686,female,asian/pacific islander,False,False,citation,10-30
687,female,white,False,False,citation,51-100
688,male,black,False,False,citation,10-30
689,female,asian/pacific islander,False,False,citation,10-30
690,male,hispanic,False,False,warning,10-30
691,female,white,False,False,warning,31-50
692,female,white,False,False,warning,31-50
693,male,hispanic,False,False,warning,51-100
694,male,hispanic,False,False,citation,31-50
695,male,white,False,False,warning,10-30
696,female,hispanic,False,False,warning,10-30
697,female,hispanic,False,False,citation,31-50
698,female,white,False,False,warning,31-50
699,female,hispanic,False,False,warning,31-50
700,male,hispanic,False,False,warning,51-100
701,male,black,False,False,warning,10-30
702,female,asian/pacific islander,False,False,warning,31-50
703,female,white,False,False,warning,51-100
704,female,white,False,False,citation,51-100
705,male,hispanic,True,True,arrest,31-50
706,male,hispanic,False,True,citation,10-30
707,male,hispanic,False,False,warning,10-30
708,female,hispanic,False,False,citation,10-30
709,male,white,False,False,warning,31-50
710,female,white,False,False,warning,31-50
711,male,asian/pacific islander,False,False,citation,31-50
712,female,white,False,False,citation,31-50
713,female,hispanic,False,False,warning,31-50
714,male,hispanic,False,True,citation,10-30
715,male,hispanic,False,False,citation,10-30
716,female,black,False,False,warning,31-50
717,male,black,False,True,citation,10-30
718,female,hispanic,False,False,warning,10-30
719,female,hispanic,False,False,citation,10-30
720,male,black,False,False,citation,10-30
721,male,black,False,False,warning,31-50
722,male,white,False,False,citation,10-30
723,male,white,False,False,citation,31-50
724,male,hispanic,False,True,citation,10-30
725,female,white,False,False,citation,10-30
726,male,hispanic,False,False,citation,31-50
727,male,white,False,True,citation,10-30
728,male,asian/pacific islander,False,False,warning,31-50
729,male,hispanic,False,False,warning,51-100
730,male,black,False,False,citation,10-30
731,male,hispanic,False,False,citation,31-50
732,male,hispanic,False,False,citation,10-30
733,male,hispanic,False,False,citation,31-50
734,female,black,False,False,citation,31-50
735,female,black,False,False,warning,31-50
736,female,hispanic,False,False,warning,10-30
737,female,black,False,False,citation,10-30
738,female,hispanic,False,False,warning,10-30
739,female,hispanic,False,False,citation,51-100
740,male,hispanic,False,False,warning,31-50
741,female,hispanic,False,False,warning,10-30
742,male,asian/pacific islander,False,False,warning,10-30
743,female,other,False,False,citation,10-30
744,female,hispanic,False,False,citation,10-30
745,male,hispanic,False,False,warning,10-30
746,male,white,False,False,citation,31-50
747,male,hispanic,False,False,citation,31-50
748,male,hispanic,False,False,citation,10-30
749,female,hispanic,False,True,citation,10-30
750,male,other,False,False,warning,10-30
751,male,white,False,False,warning,51-100
752,male,black,False,False,warning,10-30
753,male,black,False,False,citation,51-100
754,male,black,False,False,warning,10-30
755,male,hispanic,False,False,citation,31-50
756,male,hispanic,False,True,citation,31-50
757,male,white,False,False,warning,10-30
758,male,hispanic,False,False,warning,10-30
759,male,asian/pacific islander,False,False,citation,31-50
760,female,white,False,False,warning,10-30
761,male,white,False,False,warning,51-100
762,female,other,False,False,warning,10-30
763,male,white,False,False,citation,10-30
764,female,hispanic,False,False,citation,31-50
765,female,black,False,False,warning,51-100
766,male,hispanic,False,True,citation,31-50
767,female,white,False,False,citation,31-50
768,female,black,False,False,citation,10-30
769,male,white,False,True,citation,31-50
770,male,hispanic,False,False,citation,31-50
771,male,asian/pacific islander,False,False,citation,10-30
772,male,hispanic,False,False,warning,31-50
773,male,asian/pacific islander,False,False,warning,10-30
774,female,hispanic,False,False,warning,31-50
775,male,other,False,False,citation,31-50
776,male,white,True,True,arrest,51-100
777,female,black,False,False,warning,51-100
778,male,white,False,False,citation,51-100
779,female,asian/pacific islander,False,False,warning,51-100
780,female,hispanic,False,False,citation,10-30
781,female,hispanic,False,False,warning,51-100
782,female,hispanic,False,False,warning,31-50
783,female,black,False,False,warning,31-50
784,male,hispanic,False,True,warning,10-30
785,female,hispanic,False,False,citation,31-50
786,female,hispanic,False,False,citation,31-50
787,male,white,False,False,warning,31-50
788,male,hispanic,False,False,warning,31-50
789,male,hispanic,False,False,citation,31-50
790,female,black,False,True,citation,31-50
791,male,asian/pacific islander,False,False,warning,10-30
792,female,other,False,False,citation,31-50
793,female,hispanic,False,False,citation,10-30
794,male,asian/pacific islander,False,True,warning,10-30
795,male,white,False,True,citation,31-50
796,male,black,False,False,warning,10-30
797,male,hispanic,False,False,citation,10-30
798,female,black,False,False,warning,51-100
799,male,hispanic,False,False,warning,31-50
800,male,hispanic,False,False,citation,10-30
801,male,hispanic,False,False,citation,31-50
802,male,hispanic,False,False,warning,10-30
803,male,black,False,False,citation,31-50
804,male,black,False,False,citation,10-30
805,female,hispanic,False,False,warning,10-30
806,male,other,False,False,warning,10-30
807,female,black,False,False,warning,10-30
808,male,other,False,False,citation,10-30
809,female,other,False,False,citation,10-30
810,male,black,False,False,warning,10-30
811,female,hispanic,False,False,citation,10-30
812,male,white,False,False,warning,31-50
813,male,hispanic,False,False,citation,31-50
814,female,white,False,False,warning,31-50
815,male,white,False,False,warning,51-100
816,female,other,False,False,citation,31-50
817,male,black,False,True,citation,10-30
818,female,hispanic,False,False,citation,31-50
819,male,white,False,False,citation,31-50
820,male,black,False,False,citation,31-50
821,male,hispanic,False,False,citation,10-30
822,female,hispanic,False,False,citation,51-100
823,female,white,False,False,warning,31-50
824,male,black,False,False,warning,31-50
825,female,white,False,False,warning,31-50
826,male,white,False,False,citation,51-100
827,female,white,False,False,citation,31-50
828,female,asian/pacific islander,False,False,warning,10-30
829,male,asian/pacific islander,False,False,warning,10-30
830,male,white,False,False,warning,31-50
831,female,white,False,False,warning,51-100
832,male,hispanic,False,False,warning,10-30
833,male,hispanic,False,True,citation,31-50
834,male,white,False,False,citation,31-50
835,male,black,False,False,warning,10-30
836,female,hispanic,False,False,citation,10-30
837,male,white,False,False,warning,10-30
838,male,black,False,False,warning,10-30
839,female,white,False,False,citation,10-30
840,female,white,False,False,warning,31-50
841,male,hispanic,False,False,warning,31-50
842,male,white,False,False,warning,10-30
843,male,white,False,False,warning,10-30
844,male,hispanic,False,False,citation,31-50
845,female,hispanic,False,False,citation,31-50
846,female,hispanic,False,False,citation,31-50
847,male,hispanic,False,False,warning,10-30
848,male,hispanic,False,False,warning,31-50
849,female,hispanic,False,False,warning,10-30
850,male,hispanic,False,False,citation,31-50
851,female,black,False,False,citation,10-30
852,male,black,False,False,citation,10-30
853,male,asian/pacific islander,False,False,citation,31-50
854,female,hispanic,False,False,warning,10-30
855,male,black,False,True,citation,31-50
856,female,other,False,False,citation,31-50
857,male,hispanic,False,True,citation,10-30
858,male,black,False,False,warning,31-50
859,male,hispanic,False,False,warning,10-30
860,female,black,False,False,citation,10-30
861,male,other,False,False,warning,10-30
862,male,black,False,False,warning,31-50
863,male,hispanic,False,False,warning,31-50
864,male,asian/pacific islander,False,False,warning,10-30
865,male,hispanic,False,False,warning,10-30
866,male,white,False,False,warning,10-30
867,male,hispanic,False,False,warning,10-30
868,female,black,False,False,warning,31-50
869,female,white,False,False,citation,10-30
870,male,hispanic,False,False,warning,10-30
871,female,asian/pacific islander,False,False,warning,31-50
872,female,asian/pacific islander,False,False,warning,10-30
873,male,black,False,False,warning,31-50
874,female,white,False,False,warning,51-100
875,male,black,False,False,warning,10-30
876,male,hispanic,False,False,warning,31-50
877,male,asian/pacific islander,False,False,citation,10-30
879,male,hispanic,False,False,warning,10-30
880,male,other,False,False,warning,31-50
881,male,white,False,False,warning,10-30
882,male,hispanic,False,False,citation,10-30
883,male,hispanic,False,False,citation,10-30
884,male,white,False,False,warning,10-30
885,male,hispanic,False,False,warning,10-30
886,male,hispanic,False,True,citation,31-50
887,female,hispanic,False,False,warning,10-30
888,male,hispanic,False,False,warning,51-100
889,male,other,False,False,warning,10-30
890,male,white,False,False,citation,31-50
891,male,black,False,False,warning,31-50
892,male,hispanic,False,True,citation,10-30
893,female,hispanic,False,False,warning,10-30
894,male,black,True,True,arrest,31-50
895,male,asian/pacific islander,False,False,warning,51-100
896,female,black,False,False,warning,10-30
897,male,black,False,False,warning,31-50
898,male,white,False,False,warning,10-30
899,male,white,False,False,warning,31-50
900,male,other,False,False,warning,10-30
901,female,asian/pacific islander,False,False,warning,31-50
902,male,hispanic,False,False,warning,51-100
903,male,hispanic,False,False,citation,31-50
904,male,black,False,False,warning,31-50
905,male,hispanic,False,False,warning,10-30
906,male,hispanic,True,True,arrest,31-50
907,male,black,False,False,warning,31-50
908,male,white,False,False,warning,31-50
909,female,white,False,False,citation,31-50
910,female,hispanic,False,False,warning,10-30
911,female,white,False,False,warning,31-50
912,female,black,False,False,warning,31-50
913,male,black,False,False,warning,51-100
914,male,other,False,False,warning,31-50
915,male,other,False,False,warning,10-30
916,male,asian/pacific islander,False,False,citation,10-30
917,male,other,False,False,warning,31-50
918,male,white,False,False,warning,51-100
919,female,white,False,False,citation,10-30
920,female,hispanic,False,False,warning,10-30
921,male,black,False,False,warning,31-50
922,female,hispanic,False,False,warning,31-50
923,male,hispanic,False,False,warning,10-30
924,female,white,False,False,citation,10-30
925,male,white,False,False,warning,51-100
926,female,black,False,False,warning,51-100
927,female,black,False,False,warning,51-100
928,male,hispanic,False,False,citation,10-30
929,female,white,False,False,citation,31-50
930,female,white,False,False,warning,10-30
931,male,hispanic,False,False,citation,10-30
932,male,hispanic,False,False,warning,10-30
933,female,hispanic,False,False,warning,31-50
934,female,hispanic,False,False,warning,10-30
935,female,black,False,False,citation,51-100
936,female,hispanic,False,False,citation,31-50
937,male,white,False,False,warning,31-50
938,female,white,False,False,citation,10-30
939,female,white,False,False,citation,10-30
940,female,hispanic,False,False,citation,31-50
941,male,black,False,False,warning,31-50
942,male,hispanic,False,False,warning,10-30
943,male,hispanic,False,False,warning,10-30
944,male,hispanic,False,False,warning,10-30
945,female,white,False,False,citation,31-50
946,male,white,False,False,warning,51-100
947,male,white,False,False,citation,10-30
948,female,hispanic,False,False,warning,31-50
949,male,white,False,False,warning,10-30
950,female,black,False,False,warning,51-100
951,male,black,True,False,arrest,10-30
952,male,hispanic,False,False,warning,31-50
953,female,white,False,False,citation,31-50
954,male,asian/pacific islander,False,False,citation,10-30
955,female,hispanic,False,False,citation,31-50
956,male,hispanic,False,False,citation,31-50
957,male,hispanic,False,False,warning,51-100
958,male,black,False,True,citation,51-100
959,male,black,False,True,warning,10-30
960,male,black,False,True,warning,10-30
961,male,black,False,False,warning,10-30
962,male,asian/pacific islander,False,True,warning,10-30
963,male,black,False,True,warning,10-30
964,male,hispanic,False,False,warning,31-50
965,male,black,False,True,warning,10-30
966,male,white,False,False,warning,10-30
968,male,black,False,False,warning,51-100
969,male,hispanic,False,False,citation,10-30
970,male,black,False,False,warning,10-30
971,male,black,False,False,warning,31-50
972,female,black,False,False,warning,10-30
973,male,asian/pacific islander,False,False,citation,10-30
974,female,asian/pacific islander,False,False,citation,31-50
975,male,hispanic,False,False,citation,31-50
976,male,white,False,False,citation,51-100
977,female,other,False,False,citation,10-30
978,female,hispanic,False,False,citation,10-30
979,male,asian/pacific islander,False,False,warning,31-50
980,male,white,False,False,warning,10-30
981,female,black,False,False,citation,31-50
982,female,white,False,False,warning,51-100
983,male,white,False,False,citation,10-30
984,male,hispanic,False,False,warning,31-50
985,female,black,False,False,citation,10-30
986,male,hispanic,False,True,warning,10-30
987,male,asian/pacific islander,False,True,warning,10-30
988,male,hispanic,False,False,citation,10-30
989,male,black,False,False,warning,10-30
990,male,hispanic,False,False,warning,31-50
991,male,hispanic,False,True,warning,10-30
992,male,black,True,True,arrest,10-30
993,male,hispanic,False,False,warning,10-30
994,female,other,False,False,citation,51-100
995,male,black,False,False,citation,51-100
996,female,white,False,False,citation,10-30
997,male,black,False,True,warning,10-30
998,male,black,False,True,warning,31-50
999,female,asian/pacific islander,False,False,warning,31-50
1000,male,hispanic,False,True,warning,10-30
1001,male,white,False,False,citation,31-50
1002,female,white,False,False,citation,10-30
1003,male,black,False,False,citation,51-100
1004,female,white,False,False,citation,31-50
